TARGET_deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPublicCoverage,PctMarriedHouseholds,BirthRate
157.5,179,63,485.3,31587,12.5,63.31718745,37.8,35.5,39.6,West North Central Region,2.35,51.9,32,63.5,5.5,75.6,49.86582478,5.432887856
139,46,16,472.7,6414,14,0,46.5,44.2,48.1,West North Central Region,2.27,66,33.1,63.4,1.6,76,60.12052464,8.048993876
171.1,41,15,520.4,5315,10.3,0,45.6,44.7,47.3,West North Central Region,2.37,60.5,42.3,64.9,1.2,80.4,57.52132914,4.356636272
159,61,23,434.4,11337,11.4,0,40.8,35.9,44.8,West North Central Region,2.31,61.1,33.8,64.8,3.9,73.2,55.21331946,6.383909051
135.2,13,5,384.9,2006,13.9,0,50.8,50,51.6,West North Central Region,2.15,64.7,41.5,59.3,1.1,69.4,54.86631016,9.17721519
156,19,9,358.2,2946,12.8,339.443313,47.6,46.8,50,West North Central Region,2,64,41.2,63.3,0.7,67.1,53.1436135,0.363636364
159.1,203,75,443.6,48863,12.5,900.4768434,32.5,31.9,33.4,West North Central Region,2.49,50.8,25.6,72.3,3.5,81.3,51.21512642,4.894004637
201.4,53,24,485.1,6585,10.6,0,47.4,46.1,48.6,West North Central Region,2.33,60.7,39.2,57.4,3.3,72.3,57.8721885,7.352941176
167.3,47,21,399.5,8115,9.2,0,44.7,42.1,47.7,West North Central Region,2.26,60.8,39.9,65.5,4.2,79.4,56.49986022,11.30834977
193.1,140,59,478,25512,6.9,0,498,40.4,42.4,West North Central Region,2.57,62,32.1,54.1,3.8,83,61.33661337,7.938902508
120,45,19,334.6,8564,10.4,0,44.8,42.8,46.7,West North Central Region,2.39,64.4,40.6,67.5,2.2,83.7,60.67132867,6.343283582
172.1,27,11,462.8,3956,9.3,0,44.9,42.8,48.1,West North Central Region,2.25,66.5,33.2,67.4,0.7,74.5,59.72957084,7.489597781
148.7,33,14,395.1,5848,13.3,0,43.9,43.8,43.9,West North Central Region,2.14,68,31,69.9,2.6,76,61.72792725,4.047619048
122.2,54,16,439.5,10167,9,0,39.9,37.8,41.7,West North Central Region,2.27,55.1,27.1,71.9,1.6,77,48.91873435,11.69354839
148.9,44,14,506.7,6309,11.3,0,43.2,42.5,43.7,West North Central Region,0.024,61.2,32.6,63.1,2.8,69.5,57.24111578,8.012820513
163,45,19,394.5,10520,10.3,0,34.2,33.8,35,West North Central Region,2.87,56.8,33.2,67.8,6.4,70.3,54.87066593,6.487488415
128.3,50,19,370.9,9125,9.1,0,43.6,43.3,44,West North Central Region,2.41,61.3,38.9,64.2,3.3,74.1,57.39389024,7.272727273
159.7,68,29,429.8,10806,13.4,9439.200444,43.8,42,45.5,West North Central Region,2.25,62.4,32.8,66,2.3,71.2,56.33298209,7.021791768
177.8,81,36,396,20781,14.8,0,33.7,33,34.3,West North Central Region,2.81,57.1,34.9,65.4,7.4,65.5,57.47599451,9.833738848
155.4,40,19,370,9055,18.8,220.8724462,33.7,33.1,34.6,West North Central Region,2.22,48.7,29.1,59.8,2.6,71.5,50.26308502,7.437661221
139.7,109,40,409,23886,13.7,0,36.2,35.7,37,West North Central Region,2.71,56.6,33.4,67.6,4.8,68.3,54.01484866,8.05433327
104.6,13,4,402.3,1921,11.8,0,47.1,44.6,47.2,West North Central Region,2.34,55.3,36.3,65.3,4.3,67.3,50.3649635,2.873563218
168.3,36,15,447.2,5797,10.7,0,41.9,41.1,42.5,West North Central Region,2.51,58.1,38.6,64.2,4.5,72.8,55.57483731,7.055749129
177.9,236,94,487.5,36706,12.9,27.24350242,39.4,38.3,40.4,West North Central Region,2.37,55.8,36.8,63.7,5.1,72.7,52.27663799,7.218949743
179.7,2341,879,476.6,550064,14,818.0866226,34,33.2,34.9,West North Central Region,2.52,47.6,21.9,67.2,5.7,72,44.9580658,5.925782154
151.9,13,6,406.9,1799,13.8,0,46.2,42.8,48.3,West North Central Region,2.18,62.3,32.5,57.7,4,64.8,55.44444444,5.83090379
150.3,37,15,423.8,5619,10.1,0,47.5,46.2,49.1,West North Central Region,2.22,57.5,39.1,63.3,3.4,74.7,53.40909091,6.001846722
119.2,18,7,339.4,2985,13.6,0,49.9,49,50.8,West North Central Region,2.15,64,37.1,60.9,3.5,70.8,58.33924769,8.058608059
127.2,16,5,443.6,2624,13.7,0,44.4,42.7,45.1,West North Central Region,2.25,59.5,34.7,61.5,2.4,77,58.11808118,3.646833013
145.5,37,13,482.7,4862,12.7,0,46.8,45.8,47.5,West North Central Region,2.11,60.2,33.7,59.4,3.4,70.3,51.09841828,5.315614618
165.2,146,57,463.1,21900,11,0,44.6,42.9,46.1,West North Central Region,2.3,57.8,34.6,63.2,4.3,75.9,54.4047619,6.416861827
128.2,16,5,419.3,1918,15.6,0,52.3,50.9,52.5,West North Central Region,2.1,62.9,32.5,60.7,3.1,68.7,58.81656805,4.705882353
141,17,6,482.9,2028,11.8,0,51.4,53.1,50.9,West North Central Region,2.1,57,39.5,62.7,3.5,70.2,49.16943522,3.095975232
187.4,14,6,445.3,1973,9.1,0,46.7,45.6,48.8,West North Central Region,2.46,64.9,34.8,68.5,5.1,78.6,64.63878327,1.38121547
149,17,7,404.4,2429,12.7,0,46,45.3,46.9,West North Central Region,2.46,59.7,39.8,58.1,1.9,71.4,56.88442211,6.637168142
160.8,300,108,469.4,61680,14.7,551.232166,35.8,34.8,37.1,West North Central Region,2.67,52,32.5,67.5,6,65.7,49.11068515,8.958855626
155.8,48,20,411.9,9190,6.9,0,42.9,40.9,44.3,West North Central Region,2.45,62.7,31.8,65.9,2.5,77.3,60.81118115,3.387978142
223.9,25,14,445.6,3452,11.4,0,49.5,46.9,50.6,West North Central Region,2.19,62.4,37.6,59.7,1.7,74.1,55.94855305,5.410122164
183.7,24,9,501.5,2883,13.8,4856.052723,48.2,44.1,49.8,West North Central Region,2.12,57.3,37.4,58.3,3,65.2,49.55290611,9.807692308
155.3,62,26,407.3,10313,12.5,0,45.5,42.9,47.5,West North Central Region,2.25,63.9,34,67.5,0.9,77.3,57.8539823,8.200103146
155.2,38,14,450.8,6409,11.5,0,43.3,40.7,45.6,West North Central Region,2.47,58.8,41.6,65.3,4,79.2,56.9140625,10.27070064
201.3,46,27,379.5,7263,11.5,0,45.5,45,46.4,West North Central Region,2.18,58.4,42.6,62,4,73.2,51.29502828,5.139186296
185.6,30,14,425.6,5173,13.9,0,42.3,40,47.5,West North Central Region,2.13,48.5,40.7,47.6,3.6,73.5,51.00742312,4.337050805
136.4,39,13,440.9,6585,9.6,0,40.8,39.5,43.5,West North Central Region,2.34,61.2,32.5,67.7,3.8,78.9,55.22226238,12.76119403
161.3,52,21,411.5,8063,12,0,49.1,47.7,49.8,West North Central Region,2.06,59.5,34.5,61.8,2.8,69.6,51.08834827,2.702702703
203.8,25,13,401.5,3689,11.7,0,45.7,45.4,46.2,West North Central Region,2.33,59.4,34,56.9,5.1,59.9,52.66836086,9.93485342
161.7,60,25,461.2,8543,14.9,0,47.6,45.9,49,West North Central Region,2.24,61.4,37.2,63.2,3.3,70.1,54.79009688,6.866666667
153.5,1163,422,425.9,306468,14,486.1845282,32.9,32.1,33.8,West North Central Region,2.42,47.4,22.6,68.1,5.1,76.9,46.00270254,6.17570233
167,200,78,456.8,35656,14.5,28.0457707,40.1,39.2,40.7,West North Central Region,2.34,55.2,31.4,61.9,4.2,72,50.01332445,5.843469064
161.2,192,69,473.4,35039,13.7,485.1736636,37.5,35.3,39.3,West North Central Region,2.43,53.7,29.3,68.4,3.1,72.2,51.68844149,7.123638693
163.6,48,18,448.8,7787,10.4,0,43.8,43.3,45.2,West North Central Region,2.28,60.9,34.5,67.1,5.2,75.6,55.93984962,4.215304799
131.6,30,9,444.6,4854,14,0,41.3,41.1,41.7,West North Central Region,2.38,53.6,32.3,64.7,4,69.2,49.67188289,5.760869565
141.8,22,9,395.7,3595,11.7,0,45.9,44.2,48.1,West North Central Region,2.25,57.5,38.1,60.9,3.2,74.9,54.32816537,7.391304348
164.7,39,18,398.7,7046,13.6,567.6979847,39.1,36.8,41.4,West North Central Region,2.31,52.2,34.9,59.1,8,76.5,52.86757039,8.91959799
154.3,32,14,431.1,4329,13.4,0,49.2,48,50.9,West North Central Region,2.08,60.7,42.1,61.9,2.9,72.3,53.38491296,7.142857143
149.1,85,34,410.1,15984,10,0,41.8,39.6,43.8,West North Central Region,2.41,55.9,37.7,65.3,4.6,77.7,52.75321855,8.147459727
171.1,21,9,425,2659,12.2,0,49.1,46.9,50.9,West North Central Region,2.13,62.2,45.3,57.2,4.6,70.5,54.32196669,1.111111111
147.5,15,7,327.2,2944,10.4,0,44.1,41.6,45.6,West North Central Region,2.32,65.5,31.1,64.6,1.7,78.8,62.42960579,6.593406593
173.5,50,23,409.2,9296,9.5,0,42,40.1,44.6,West North Central Region,2.4,60.3,33,64.4,1.7,77.2,57.53755365,2.548476454
159.5,41,16,426.4,7208,10,0,41.3,39.8,42.9,West North Central Region,2.4,64.3,36,54.1,4.7,80.2,59.31972789,9.160305344
155.1,159,60,424.5,32847,8.4,0,38,35.9,39.8,West North Central Region,2.53,57.2,31,54.1,4.5,78.2,55.17431337,5.33869116
187.7,34,16,417.6,5202,8,0,45.4,44.6,46.3,West North Central Region,2.37,61.8,32.5,67.7,1.9,81.9,60.07342818,7.071713147
172.7,66,29,428.4,10829,11.7,0,41.8,38.8,43.8,West North Central Region,2.27,59.4,36.4,65.2,4.1,74.9,55.04192647,2.843394576
192.2,58,29,444,8094,14.4,0,47,46.1,48.1,West North Central Region,2.14,59.7,39.7,60.1,3.4,69.5,51.82132412,6.961613533
187.3,11,4,502.1,1381,15,0,52,49.8,53.4,West North Central Region,1.94,59.4,41.7,64.1,1.7,70.1,52.60869565,3.361344538
181.9,84,31,529,14282,10.1,0,36.6,35.5,37.8,West North Central Region,2.61,52,34.7,63.3,3.4,76.3,53.87931034,3.0621435
169.9,611,213,463.5,175692,5.3,108.1437971,33.7,32.7,34.6,West North Central Region,2.71,59.5,22.5,69.5,4.4,84.4,59.17428972,7.30321114
176.2,111,47,428.6,21016,8.2,333.0795584,41.4,40.6,42.4,West North Central Region,2.56,60.4,33,65.4,3.5,80.2,59.45375543,6.021555764
160.2,195,78,419.7,36261,15.6,386.0897383,38.8,37.7,39.5,West North Central Region,2.42,51.8,30,63.3,5.5,63.3,48.13283633,6.311958841
190.8,2812,1119,472.2,678889,19.9,849.9180278,34.2,33.5,34.9,East South Central States,2.41,40.5,24.1,64.5,7.2,64.3,37.31146697,5.788303646
212.3,74,38,431.5,11660,19.9,0,45.3,44.2,46.1,East South Central States,2.3,56.1,44.6,48.1,10.1,58.4,50.74327039,4.422498927
202.8,99,48,422.5,19182,20.1,0,41,39.4,43.4,East South Central States,2.7,50.1,43.2,48.3,7.6,56.9,51.71965318,6.303030303
199.1,273,110,497.9,51487,14.3,58.26713539,39.9,38.5,40.9,East South Central States,2.69,52.5,43.7,54.7,7.5,64.4,54.88790688,4.968421053
185.6,183,84,408,37893,19.6,0,40.3,39.2,42,East South Central States,2.51,51.7,40.2,54.1,6.6,63.9,50.38510482,6.483677849
174.7,227,85,471.4,39165,14.7,0,43.7,42.7,44.8,East South Central States,2.58,56.4,35.8,54.1,8.5,71.8,58.14360771,5.28264626
230.9,116,55,496.6,17917,28.1,0,44.2,42.7,45.2,East South Central States,2.43,53,44.2,41.6,10.4,45.2,51.01314348,5.124835742
180.5,246,101,465.4,41449,16.5,0,41.5,39.7,42.5,East South Central States,2.4,52.7,37,50.8,9.5,65.3,52.9812293,5.292111343
214.7,285,138,460.4,49399,19.5,0,40.4,39.1,41.3,East South Central States,2.49,50.2,38.4,52,9.5,62.5,48.65545786,4.845775592
199.9,178,78,469.4,28946,16.9,0,42.9,41.5,44,East South Central States,2.49,52.4,42.3,50.6,9.9,64.4,51.85447464,4.447587616
211,143,60,496,22846,21.9,0,43.6,42.4,45,East South Central States,2.52,57.9,45.3,48.2,9.5,59.8,57.94235925,3.497356649
194.7,428,183,469.7,68580,17.7,0,43.7,42.2,44.9,East South Central States,2.38,53,42.6,49.8,8.7,59.4,51.19917323,3.90120498
218.9,82,40,460.3,13441,26.1,0,42.6,41.4,44.4,East South Central States,2.55,48.4,42,41.6,10.2,40.8,46.88756943,5.094207955
197.9,373,156,489.4,63402,23.4,0,39.9,39,41.5,East South Central States,2.54,51.3,42.1,50.2,10.1,55.2,49.59542297,5.325701036
172.9,1885,713,470.9,354098,15.9,553.5190823,39.3,37.8,40.9,East South Central States,0.0248,48,27.3,57.7,8,68.3,47.00812066,5.342350159
230.9,44,21,483.5,6572,29.5,0,44.2,43.4,45,East South Central States,2.35,51.7,39.4,41.5,12.1,48.1,47.56717502,8.014184397
213.7,154,68,480.3,25707,25.3,350.0991948,39.8,37.6,42.8,East South Central States,2.59,41.1,44.4,38.3,18.7,53.5,44.23715234,4.627249357
185.9,162,70,456.8,25756,21.7,0,44.8,43.7,45.9,East South Central States,2.58,51.2,43.6,44.5,13.9,53.6,52.91257218,4.906586148
211.8,365,157,500.6,56471,19.6,0,43.4,42.3,44.5,East South Central States,2.42,52.7,44.2,47.6,10,61.2,50.25251435,4.203166439
183.7,99,41,457.4,18023,24.7,0,39.9,37.3,41.4,East South Central States,2.57,43,42.1,49.8,10.5,56.1,42.75114155,4.488542405
204.5,155,69,467.1,28015,19.1,0,40.7,39.1,41.6,East South Central States,2.57,51.5,39.8,50.2,9.4,59.8,50.04163197,4.405016825
219.1,223,105,479.3,32147,20.5,0,44.9,43.7,46,East South Central States,2.36,55.2,45.1,48.3,9.7,59.8,51.26568184,4.382650748
213.5,143,61,509.6,24363,20.2,0,40.7,39.5,42.1,East South Central States,2.6,49.1,43.3,48,8.6,53.7,52.0583875,6.558627264
219,50,25,457,8149,19.1,122.7144435,43.2,41.3,43.8,East South Central States,2.49,56.7,46.3,45.6,8.1,59,54.88142901,3.771361226
222.6,127,55,527.3,18135,17.6,716.8458781,42.2,41.3,42.8,East South Central States,2.53,54.8,42.8,48.1,8.9,66.9,54.126895,5.078225186
196.5,71,32,449.1,11509,23.4,0,45.8,44.9,46.5,East South Central States,2.49,50.8,47.7,40.2,14.5,48.3,50.34208784,3.981937603
185.3,310,124,484,53240,17.8,0,42.3,41.1,44.2,East South Central States,2.58,53.4,39.5,53.6,9.1,63.7,55.6176635,4.075765263
211.3,102,52,414.7,17830,26.4,0,44.5,43,47.5,East South Central States,2.29,53.3,40.9,39.9,9,56.6,55.01498074,5.253623188
181.6,2294,871,484.4,451324,17.7,276.9628914,37.3,35.9,38.7,East South Central States,2.39,49,26.5,59.9,6.5,71.1,46.71082117,4.759828048
247.6,36,22,413.7,7576,41.9,0,40.3,38.8,45,East South Central States,2.38,32.9,44.6,27.9,10.1,45.4,43.73804971,4.662698413
218.3,141,63,484.4,26936,24.8,0,37.1,35.2,39.3,East South Central States,2.5,41,44.5,41.8,13.4,50.8,41.51020408,5.484147386
187.3,224,99,438.8,42564,21.8,0,39.9,38.7,41.4,East South Central States,2.59,55.2,42.2,50.7,10.8,58.8,54.03626428,7.666385847
217.1,82,34,538.7,11854,20.3,0,43.5,41,46.2,East South Central States,2.49,57.3,43.2,50.8,7.7,57.8,54.15959253,4.558176729
193,183,85,421.9,33743,16.5,0,42.9,41,44.5,East South Central States,2.43,51.9,41.9,53,7.6,63.6,49.4429786,6.664803689
170.6,344,132,467.4,51130,13.6,0,46.5,45.4,47.4,East South Central States,2.49,61.4,34.2,48.1,8.9,65.1,61.11249938,4.243210863
195.9,304,137,447.5,52639,17.4,0,42.7,42.2,43.1,East South Central States,2.58,52.1,42.7,48.9,9.3,62.5,53.20852938,4.451140766
210.7,148,74,433.7,26066,23.5,0,42.6,41.1,44.1,East South Central States,2.61,53,44.2,42.7,14.9,54,51.1041329,3.799063738
211.2,135,55,531.4,23177,19.3,43.14622255,39.6,38.8,40.5,East South Central States,2.53,56.5,43.9,53.5,7.4,60,54.11020777,4.994346023
176.3,468,193,434,97610,20.9,133.1830755,37.6,36.4,39,East South Central States,2.56,45.8,32.9,55.2,8.4,62.7,46.36348801,5.831783426
220.2,187,80,521.2,28487,20.6,0,43.1,41.6,44.6,East South Central States,2.43,53.9,37.2,51.7,6.7,61.7,52.13882863,2.19816273
216.9,168,76,490.5,31552,15.5,0,39.4,38.7,40.5,East South Central States,2.57,53.2,42,55.4,8.4,65,52.44819519,3.440273038
187.4,411,172,450.4,87757,15.5,22.79020477,38.6,37.4,40.2,East South Central States,2.55,50.8,36.6,58.9,7.7,65.4,50.00462036,5.317306713
229.6,71,35,461.4,11830,20.8,0,44.3,43.6,44.8,East South Central States,2.51,55.7,42.7,40.9,15,57,54.91341991,5.090180361
207,276,119,482.9,45771,20.6,21.84789496,43,41.6,44.2,East South Central States,2.6,60.4,42,44.1,12.5,58.9,59.51840865,6.564217382
195.4,592,241,446.6,193479,13.9,0,30.3,29.5,31.1,East South Central States,2.76,54.2,30.8,52.1,9.7,72.1,53.62200682,6.724977636
137.3,36,13,408.9,6322,12.5,0,45.5,44.8,46.1,East South Central States,2.55,57.4,40.2,57.9,6.5,74.6,60.35044825,0.702028081
191.1,126,48,488.7,21498,23.4,0,40.8,38.4,43.5,East South Central States,2.52,51.7,51.3,38.2,8.5,60.4,57.421981,3.724928367
215.6,189,91,455.6,30639,20.8,0,42.1,41.2,42.9,East South Central States,2.42,52.1,41.3,50.3,11.2,61,50.49348599,4.063986165
220.1,137,66,470.1,22129,18.9,0,42.2,41.3,43.3,East South Central States,2.45,61.3,43.7,47.8,7.7,59.9,59.12515462,3.83125269
198.4,52,22,492.4,7929,23.6,0,43.7,41.6,45,East South Central States,2.4,52.3,41.4,44.5,9.5,52.7,49.0700558,9.322033898
160,38,14,483.4,5146,19.2,0,49.4,47.7,50.4,East South Central States,2.25,66.7,38.4,50.6,4.9,60.2,63.15789474,8.686210641
244,108,56,480.2,16773,20.3,0,44,43.1,45,East South Central States,2.44,56.9,43.3,46.9,10.9,60.2,54.92957746,1.62069946
189.2,362,159,442.4,74553,20.8,134.1327646,36.1,33.8,38.5,East South Central States,2.38,48.3,37.8,50.5,8.4,61,46.05161334,3.640481715
193.5,206,77,532.5,32526,22,0,40.5,40,41.1,East South Central States,2.51,50.9,38.1,48.6,11.1,58.6,49.14308489,6.638495093
198.7,379,159,492.7,52753,18,0,46.1,45.3,47,East South Central States,2.4,54.7,36.6,46.9,9.8,63.7,52.77562023,3.126436782
187.2,343,128,496.6,68570,13.4,14.58363716,38.6,37.4,39.3,East South Central States,2.7,57,38.4,60.2,8.4,69.5,57.6884055,5.976467659
177.6,970,365,450.4,298612,14.7,26.79061793,32.9,31.9,33.8,East South Central States,2.76,51,29.6,65,6.8,72.9,53.0572913,4.947730667
255.9,134,63,535.4,21950,24.5,0,38.6,37.8,39.5,East South Central States,2.61,50.2,47.6,45,14.1,48.7,49.54868215,5.677867903
227.4,81,40,465.4,14811,18.7,0,41.9,41.6,42.7,East South Central States,2.56,56.2,40.2,48.8,9,61.9,54.94211932,3.240589198
185.2,549,210,493.9,95946,17.7,10.42252934,42.2,40.8,43.7,East South Central States,2.52,54.1,37.5,54.1,7.4,56.5,52.99180216,6.406013616
202.7,4118,1757,461.5,938069,23,393.3612559,34.9,33.2,36.6,East South Central States,2.65,38.7,27.1,58.7,10.3,61.3,37.74393475,6.405574323
225.1,106,48,486.5,19295,15,0,41.6,40.6,42.7,East South Central States,2.53,59.1,48,53.9,5.2,64.4,57.31479005,3.646563815
230.1,88,39,514.7,13259,17.5,301.6818765,43.2,42.9,44,East South Central States,2.57,57.4,42,45,10.1,66,57.02592087,2.998236332
187.2,1019,423,472.8,156791,18.5,344.4075234,44.3,43.2,45.6,East South Central States,2.32,53.9,34.8,51.3,8.2,64.3,50.28831243,4.794040316
162.5,828,285,470.6,175989,11.3,102.2791197,39.4,38.3,40.4,East South Central States,2.7,55.6,32.8,61.9,6,70.2,56.95154185,5.056955471
208.4,298,123,484.6,61870,15.4,32.32584451,37,36,38.1,East South Central States,2.82,51.9,39,57,10.6,67.8,54.51216686,6.760732914
217,42,19,462.6,8042,17.5,0,40.2,37.4,42.4,East South Central States,2.65,49.2,42.8,54,10.5,60.3,52.050581,9.777777778
196.1,117,56,444.8,17860,20.1,0,45.7,44.5,47.4,East South Central States,2.36,52.8,41.6,54.1,13.7,57.8,50.29617663,6.395035078
221.3,117,49,526.2,19119,22.6,0,41,40.5,41.9,East South Central States,2.59,55.8,44.2,44.4,9.5,54.1,54.80690222,3.464419476
174.1,36,14,468.4,5677,20.6,0,45.8,45.1,47.4,East South Central States,2.61,51.8,50.1,47.8,11.2,57.9,56.03038936,4.545454545
209.6,215,102,453.3,40435,19,0,39.7,38.7,40.4,East South Central States,2.51,50.2,42.5,51.7,8,55,47.4107656,6.99356005
176.7,663,267,451.1,126302,16.7,47.50518598,39.8,39.5,40.1,East South Central States,2.29,50.8,30.7,55.5,6.2,68,47.87605912,4.081698817
201.4,93,44,434.8,16748,23.3,0,42.2,40.2,45.9,East South Central States,2.48,49.9,43.6,40.2,12.2,54.7,55.28741411,6.408629442
205.4,182,87,443.1,33960,21.5,0,36.9,35.1,39.4,East South Central States,2.32,49,39.8,50.5,11.2,69.2,49.54671736,5.005740528
203.7,158,72,459.9,26521,21.9,0,42.5,40.9,43.7,East South Central States,2.65,53.9,45.3,54.1,10.5,58.8,55.07142123,5.225066196
139,788,232,443.4,211672,5.6,118.1072603,38.9,37.9,39.6,East South Central States,2.86,66,16.4,65.5,4.2,86.6,69.98906129,4.474464442
179.2,573,219,463.3,128911,10.1,23.27186974,40.1,39.1,40.9,East South Central States,2.72,56.6,32.1,61.5,6.5,74,58.3677686,4.280356467
245.2,248,156,394.3,57580,20.4,0,38.9,38.2,41.3,West South Central States,2.68,44.5,36.9,41.4,4.3,59.7,52.91270837,7.105682422
182.2,57,25,401.3,18105,10.7,0,31.3,30.3,33.9,West South Central States,3.05,58.1,33.6,64.8,3.9,63.3,62.7100073,10.78180889
168.3,474,163,499.2,88255,17.9,11.33080279,36.4,35.6,37.5,West South Central States,2.77,50,31.6,54.2,9.1,54.4,51.11663342,5.728131815
194.6,165,76,433.4,25350,17.5,0,49,48.3,50.1,West South Central States,2.46,55,30.9,46.7,6.8,54.3,55.79425738,8.072153326
138.8,33,16,289.2,8715,9.4,0,44.1,43.1,45,West South Central States,2.6,62,36.5,59.7,3,72.3,65.25373134,3.583061889
213.4,12,6,435.7,1947,11,0,45.1,43.4,47.5,West South Central States,2.63,61.1,24.3,59.6,1.1,75.7,67.92717087,2.949061662
169.1,186,81,387.6,48435,16.9,454.2169918,35.5,34.5,36.6,West South Central States,3.04,52.1,36,56.9,6.5,57.7,53.23829981,5.556068297
160.1,140,58,398.2,29563,11.2,0,40.6,40.2,41.2,West South Central States,2.59,59.6,30.3,59.6,6.2,67.3,58.69722776,4.630829016
110.4,26,9,334.4,7210,19.9,0,34.9,35.6,34.6,West South Central States,2.92,57.9,32.4,62.6,4.3,45.2,58.23578595,2.595628415
140,122,45,388.9,21269,13.5,0,51.5,51.7,51.4,West South Central States,2.45,57.5,29.2,51.4,4.8,63,56.63289918,6.419479801
181.8,326,140,415.6,80527,14.7,0,38.7,38.3,39.2,West South Central States,2.94,52.8,30.4,54.6,9.8,62,55.77512375,4.583083383
212.3,27,13,458.2,3618,18.3,0,48.5,46.4,50,West South Central States,2.06,56.5,31.7,54.1,1.4,64.2,48.63609983,6.068601583
151.6,102,45,341,32874,24.9,0,35.3,34.9,36.3,West South Central States,2.85,39.9,33.1,39.3,7,52.1,47.26089934,8.618283322
177.3,1184,430,475.2,334941,14.2,8.956801347,30.2,29,31.2,West South Central States,2.89,52.8,28.2,52.5,9.5,70.2,52.53632424,5.835105126
157.2,6298,2451,399.2,1897753,18.3,286.6547965,33.1,31.8,34.5,West South Central States,2.9,45,25.2,59,7.4,61.1,45.72944794,5.991129949
154,53,24,372.8,11004,12,0,48.6,47.8,49.2,West South Central States,2.55,61.9,30.7,52.4,6.4,64.8,60.61479347,3.865213082
190.7,107,55,393.2,17891,15,0,46,45.3,46.7,West South Central States,2.52,57.8,34.7,49.5,7.9,59.9,57.03671953,3.008595989
184.8,455,200,427.6,93389,20.1,0,37.7,36,39.6,West South Central States,2.63,46.6,36,49,8.5,59.7,47.41046585,7.433542774
169.3,1217,464,429.3,346312,9.9,2.88756959,35.5,35,35.8,West South Central States,2.85,54.5,25.7,61.3,5.4,69.6,56.55408408,6.533051164
151.8,545,193,424.7,215037,26.4,51.15398745,25.2,24.6,25.8,West South Central States,2.58,37.4,20.4,58.7,6.4,72.6,39.40534539,4.690848607
160.4,45,19,387.7,9145,13.8,0,42.1,42.1,42.1,West South Central States,2.27,45.9,21.4,58.4,4.9,65,40.9689441,1.812688822
173.3,35,16,408,7230,32.4,0,31.7,26.5,38.7,West South Central States,3.31,32.8,37.6,41.8,19.8,33.5,41.77884615,6.831489915
188.4,210,97,427.7,37896,17.5,0,41,39.5,42,West South Central States,2.71,52.5,37.9,50,4.3,60.3,53.83226777,2.5472273
224,98,44,508,13786,27.4,0,42.3,40.6,43.4,West South Central States,2.35,43.4,42.7,46.4,10.1,53.6,40.16167871,7.939133311
172.6,583,206,490.9,125175,14.3,191.7315758,34.7,33.2,36.2,West South Central States,2.57,49,29.4,59.3,5.7,68.5,47.02387268,5.823193854
199.4,1401,577,492.8,251460,24.1,365.863358,36.6,34.8,38.4,West South Central States,2.55,39.3,32.9,54.1,7,56.7,37.397312,5.272379222
192.2,1006,396,490.4,198788,18.4,5.030484738,36.1,34.8,37.4,West South Central States,2.55,47.3,35.8,56.9,8.3,62.2,46.04447395,6.064227035
200.1,57,25,467.6,9993,23.3,0,39.9,36.8,43.5,West South Central States,2.48,46.4,42.8,49.7,10.2,49.8,46.0656592,2.079107505
133.3,39,10,509.4,6817,12.2,0,42.6,40.1,43.8,West South Central States,2.57,64.9,38.5,57.8,6.3,75.2,65.56748466,7.70252324
224.9,63,28,504.4,10147,23.3,0,38.5,35.6,42.5,West South Central States,2.48,48.2,42.2,45.7,8.3,50.5,50.90715048,2.469135802
177.8,102,38,473.5,16295,28.2,0,42.2,39.8,45.8,West South Central States,2.51,37,40.7,39.8,13.5,49.4,39.73000684,8.809020437
216.1,116,52,480.4,20142,30.9,0,38.3,35.5,41.2,West South Central States,2.33,42.8,41.3,44.4,11.7,49.3,41.18541033,2.773207991
197.8,161,64,503.8,27052,23.5,258.7609049,39.8,39.1,40.6,West South Central States,2.61,46.4,41.2,49.6,9.3,57,45.38266302,5.389797883
178.8,2082,759,487.1,446753,18.4,346.947866,33.2,31.7,34.7,West South Central States,2.57,39,26.7,60.9,7.6,65.9,38.79198202,4.474235159
250.7,41,20,512.7,7307,43,0,33.3,32.1,36.8,West South Central States,2.26,28.1,38.5,32,19.2,36.3,28.8648245,4.305555556
212.2,135,48,570.8,19696,20.4,0,41.8,40.9,43.5,West South Central States,2.43,42.5,43.5,43.6,6.5,60.3,46.95113161,4.203655352
211.4,169,77,459.2,33743,24.1,0,35.8,34.6,37.5,West South Central States,2.65,43.7,34.6,42.4,10.4,49,45.14806759,8.601712189
140.5,124,37,479.6,20410,29,0,37.9,35.8,40.6,West South Central States,2.54,42.8,40.3,44.7,11.5,46.4,42.81697684,5.698070375
222.7,111,49,482.7,22343,22.8,0,37.6,37,39,West South Central States,2.63,46.2,42.3,39.3,9.2,56.5,50.20147284,3.728510828
205.9,394,155,515.4,74103,19.4,0,35.8,34.7,37.1,West South Central States,0.0277,46,42.1,55.5,10.6,58,46.37692162,6.645642202
